model,reference_type,model_seed,eval_seed,report_id,icare_score
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,76,81.81818181818183
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,77,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,78,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,79,86.66666666666667
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,80,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,81,80.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,82,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,83,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,84,95.45454545454544
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,85,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,86,76.92307692307693
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,87,88.88888888888889
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,88,70.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,89,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,90,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,91,72.72727272727273
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,92,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,93,14.285714285714285
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,94,66.66666666666666
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,95,82.35294117647058
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,96,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,97,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,98,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,99,88.88888888888889
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,100,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,101,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,102,33.33333333333333
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,103,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,104,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,105,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,106,91.66666666666666
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,107,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,108,33.33333333333333
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,109,88.23529411764706
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,110,71.42857142857143
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,111,80.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,112,87.5
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,113,93.33333333333331
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,114,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,115,75.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,116,84.61538461538461
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,117,75.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,118,29.411764705882355
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,119,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,120,50.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,121,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,122,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,123,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,124,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,125,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,126,80.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,127,66.66666666666666
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,128,64.28571428571429
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,129,88.88888888888889
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,130,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,131,94.73684210526316
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,132,78.57142857142857
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,133,61.53846153846154
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,134,77.77777777777779
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,135,38.46153846153847
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,136,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,137,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,138,60.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,139,69.23076923076923
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,140,73.33333333333333
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,141,71.42857142857143
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,142,63.1578947368421
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,143,87.5
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,144,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,145,85.71428571428571
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,146,90.47619047619048
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,147,75.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,148,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,149,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,150,70.58823529411765
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,151,80.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,152,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,153,62.5
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,154,72.72727272727273
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,155,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,156,88.88888888888889
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,157,86.66666666666667
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,158,42.85714285714285
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,159,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,160,90.9090909090909
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,161,66.66666666666666
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,162,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,163,91.66666666666666
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,164,86.66666666666667
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,165,80.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,166,62.5
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,167,28.57142857142857
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,168,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,169,87.5
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,170,40.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,171,23.52941176470588
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,172,38.46153846153847
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,173,50.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,174,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,175,29.411764705882355
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,176,90.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,177,47.82608695652174
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,178,57.14285714285714
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,179,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,180,22.727272727272727
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,181,87.5
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,182,33.33333333333333
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,183,25.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,184,46.66666666666666
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,185,91.66666666666666
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,186,50.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,187,57.14285714285714
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,188,50.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,189,60.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,190,71.42857142857143
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,191,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,192,40.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,193,46.66666666666666
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,194,85.71428571428571
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,195,18.181818181818183
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,196,91.66666666666666
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,197,88.88888888888889
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,198,87.5
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,199,72.72727272727273
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,200,81.81818181818183
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,201,20.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,202,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,203,45.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,204,0.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,205,57.14285714285714
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,206,21.052631578947366
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,207,60.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,208,0.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,209,50.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,210,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,211,77.77777777777779
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,212,21.428571428571427
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,213,63.1578947368421
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,214,80.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,215,47.05882352941176
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,216,28.57142857142857
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,217,87.5
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,218,30.76923076923077
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,219,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,220,60.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,221,50.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,222,76.92307692307693
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,223,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,224,50.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,225,50.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,226,33.33333333333333
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,227,40.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,228,70.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,229,40.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,230,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,231,66.66666666666666
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,232,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,233,40.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,234,53.333333333333336
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,235,46.66666666666666
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,236,50.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,237,61.53846153846154
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,238,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,239,14.285714285714285
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,240,72.72727272727273
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,241,42.85714285714285
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,242,46.66666666666666
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,243,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,244,42.85714285714285
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,245,85.71428571428571
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,246,55.00000000000001
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,247,81.81818181818183
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,248,80.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,249,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,250,71.42857142857143
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,251,94.73684210526316
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,252,66.66666666666666
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,253,60.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,254,12.5
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,255,41.17647058823529
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,256,78.57142857142857
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,257,89.47368421052632
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,258,65.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,259,70.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,260,75.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,261,82.35294117647058
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,262,73.33333333333333
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,263,69.23076923076923
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,264,61.53846153846154
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,265,50.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,266,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,267,80.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,268,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,269,88.88888888888889
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,270,50.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,271,50.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,272,66.66666666666666
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,273,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,274,28.57142857142857
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,275,88.88888888888889
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,276,83.33333333333334
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,277,12.5
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,278,66.66666666666666
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,279,88.88888888888889
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,280,35.714285714285715
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,281,58.333333333333336
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,282,61.11111111111112
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,283,63.63636363636363
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,284,78.57142857142857
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,285,50.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,286,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,287,40.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,288,66.66666666666666
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,289,33.33333333333333
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,290,50.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,291,69.23076923076923
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,292,60.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,293,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,294,66.66666666666666
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,295,86.66666666666667
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,296,58.82352941176471
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,297,72.72727272727273
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,298,70.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,299,33.33333333333333
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,300,35.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,301,46.66666666666666
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,302,50.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,303,36.36363636363637
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,304,58.333333333333336
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,305,88.88888888888889
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,306,70.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,307,66.66666666666666
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,308,42.85714285714285
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,309,45.45454545454545
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,310,52.94117647058824
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,311,70.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,312,77.77777777777779
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,313,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,314,35.294117647058826
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,315,100.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,316,0.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,317,26.666666666666668
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,318,75.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,319,25.0
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,320,94.11764705882352
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,321,77.77777777777779
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,322,19.047619047619047
chexpert-mimic-cxr-findings-baseline,gt_reports_as_ref,1,123,323,71.42857142857143
